"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002820","BP","GO:0002820","negative regulation of adaptive immune response","1/479","60/28891",0.633642815335356,0.694234805798391,0.573330413004234,"12053",1
"GO:0006893","BP","GO:0006893","Golgi to plasma membrane transport","1/479","60/28891",0.633642815335356,0.694234805798391,0.573330413004234,"18195",1
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation","1/479","60/28891",0.633642815335356,0.694234805798391,0.573330413004234,"67141",1
"GO:0033003","BP","GO:0033003","regulation of mast cell activation","1/479","60/28891",0.633642815335356,0.694234805798391,0.573330413004234,"19267",1
"GO:0035036","BP","GO:0035036","sperm-egg recognition","1/479","60/28891",0.633642815335356,0.694234805798391,0.573330413004234,"18551",1
"GO:0045190","BP","GO:0045190","isotype switching","1/479","60/28891",0.633642815335356,0.694234805798391,0.573330413004234,"12053",1
"GO:0045599","BP","GO:0045599","negative regulation of fat cell differentiation","1/479","60/28891",0.633642815335356,0.694234805798391,0.573330413004234,"22418",1
"GO:0046902","BP","GO:0046902","regulation of mitochondrial membrane permeability","1/479","60/28891",0.633642815335356,0.694234805798391,0.573330413004234,"72287",1
"GO:1903533","BP","GO:1903533","regulation of protein targeting","1/479","60/28891",0.633642815335356,0.694234805798391,0.573330413004234,"66725",1
"GO:0043280","BP","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","2/479","130/28891",0.637468230959874,0.698243096352592,0.576640640120027,"13666/223453",2
"GO:0009416","BP","GO:0009416","response to light stimulus","5/479","329/28891",0.63860475903538,0.699121754525121,0.577366275666873,"18971/244666/15574/107477/246317",5
"GO:0016032","BP","GO:0016032","viral process","5/479","329/28891",0.63860475903538,0.699121754525121,0.577366275666873,"19130/18128/228545/18550/226026",5
"GO:0044091","BP","GO:0044091","membrane biogenesis","1/479","61/28891",0.639729496042039,0.699254770634554,0.577476126369144,"13852",1
"GO:0044380","BP","GO:0044380","protein localization to cytoskeleton","1/479","61/28891",0.639729496042039,0.699254770634554,0.577476126369144,"17318",1
"GO:0045839","BP","GO:0045839","negative regulation of mitotic nuclear division","1/479","61/28891",0.639729496042039,0.699254770634554,0.577476126369144,"67141",1
"GO:0050881","BP","GO:0050881","musculoskeletal movement","1/479","61/28891",0.639729496042039,0.699254770634554,0.577476126369144,"20840",1
"GO:0071103","BP","GO:0071103","DNA conformation change","1/479","61/28891",0.639729496042039,0.699254770634554,0.577476126369144,"320209",1
"GO:0098926","BP","GO:0098926","postsynaptic signal transduction","1/479","61/28891",0.639729496042039,0.699254770634554,0.577476126369144,"20411",1
"GO:0009152","BP","GO:0009152","purine ribonucleotide biosynthetic process","3/479","198/28891",0.640153440247943,0.699535324566735,0.577707820459478,"18598/231327/52815",3
"GO:0006486","BP","GO:0006486","protein glycosylation","3/479","199/28891",0.643518820812657,0.702845575512806,0.580441574984901,"271786/214133/57357",3
"GO:0043413","BP","GO:0043413","macromolecule glycosylation","3/479","199/28891",0.643518820812657,0.702845575512806,0.580441574984901,"271786/214133/57357",3
"GO:0007611","BP","GO:0007611","learning or memory","5/479","331/28891",0.643864471759593,0.703039483263347,0.580601712750646,"24088/12444/58234/246317/11554",5
"GO:0050730","BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","4/479","266/28891",0.645498054534903,0.703774098725706,0.581208391331028,"13838/15378/20377/13640",4
"GO:0001755","BP","GO:0001755","neural crest cell migration","1/479","62/28891",0.645715259878177,0.703774098725706,0.581208391331028,"12540",1
"GO:0031342","BP","GO:0031342","negative regulation of cell killing","1/479","62/28891",0.645715259878177,0.703774098725706,0.581208391331028,"12509",1
"GO:0042446","BP","GO:0042446","hormone biosynthetic process","1/479","62/28891",0.645715259878177,0.703774098725706,0.581208391331028,"20280",1
"GO:0050879","BP","GO:0050879","multicellular organismal movement","1/479","62/28891",0.645715259878177,0.703774098725706,0.581208391331028,"20840",1
"GO:0051653","BP","GO:0051653","spindle localization","1/479","62/28891",0.645715259878177,0.703774098725706,0.581208391331028,"17886",1
"GO:1903409","BP","GO:1903409","reactive oxygen species biosynthetic process","1/479","62/28891",0.645715259878177,0.703774098725706,0.581208391331028,"17523",1
"GO:0009948","BP","GO:0009948","anterior/posterior axis specification","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"22418",1
"GO:0010712","BP","GO:0010712","regulation of collagen metabolic process","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"18128",1
"GO:0018022","BP","GO:0018022","peptidyl-lysine methylation","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"319974",1
"GO:0042058","BP","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"12554",1
"GO:0045744","BP","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"117148",1
"GO:0045912","BP","GO:0045912","negative regulation of carbohydrate metabolic process","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"14783",1
"GO:0051306","BP","GO:0051306","mitotic sister chromatid separation","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"67141",1
"GO:0060193","BP","GO:0060193","positive regulation of lipase activity","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"11813",1
"GO:0090303","BP","GO:0090303","positive regulation of wound healing","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"16336",1
"GO:0099172","BP","GO:0099172","presynapse organization","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"75409",1
"GO:2000648","BP","GO:2000648","positive regulation of stem cell proliferation","1/479","63/28891",0.651601776598089,0.708159727061645,0.584830241005124,"22418",1
"GO:0050821","BP","GO:0050821","protein stabilization","3/479","202/28891",0.653481479091746,0.710018068475365,0.586364943156806,"13838/72344/12759",3
"GO:0043244","BP","GO:0043244","regulation of protein-containing complex disassembly","2/479","134/28891",0.653817559160356,0.710198709716522,0.586514124840774,"17755/17318",2
"GO:0050830","BP","GO:0050830","defense response to Gram-positive bacterium","3/479","203/28891",0.656757805470841,0.713207255902118,0.588998717967945,"24088/54159/14109",3
"GO:0035825","BP","GO:0035825","homologous recombination","1/479","64/28891",0.65739068838557,0.713338832077959,0.589107379508114,"114714",1
"GO:0060324","BP","GO:0060324","face development","1/479","64/28891",0.65739068838557,0.713338832077959,0.589107379508114,"22418",1
"GO:0090497","BP","GO:0090497","mesenchymal cell migration","1/479","64/28891",0.65739068838557,0.713338832077959,0.589107379508114,"12540",1
"GO:0071621","BP","GO:0071621","granulocyte chemotaxis","2/479","135/28891",0.657811965962965,0.713610801986282,0.589331984524401,"229550/104099",2
"GO:0002263","BP","GO:0002263","cell activation involved in immune response","5/479","337/28891",0.659354696038517,0.715098894925591,0.590560918787502,"15900/16971/109934/12053/225642",5
"GO:0032479","BP","GO:0032479","regulation of type I interferon production","2/479","136/28891",0.661769428713394,0.717345710440491,0.592416440372335,"24088/15900",2
"GO:0051209","BP","GO:0051209","release of sequestered calcium ion into cytosol","2/479","136/28891",0.661769428713394,0.717345710440491,0.592416440372335,"18799/12766",2
"GO:0006360","BP","GO:0006360","transcription by RNA polymerase I","1/479","65/28891",0.663083610308189,0.71765415587703,0.59267116852489,"13666",1
"GO:0006487","BP","GO:0006487","protein N-linked glycosylation","1/479","65/28891",0.663083610308189,0.71765415587703,0.59267116852489,"57357",1
"GO:0015872","BP","GO:0015872","dopamine transport","1/479","65/28891",0.663083610308189,0.71765415587703,0.59267116852489,"80976",1
"GO:0032964","BP","GO:0032964","collagen biosynthetic process","1/479","65/28891",0.663083610308189,0.71765415587703,0.59267116852489,"18128",1
"GO:0050854","BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway","1/479","65/28891",0.663083610308189,0.71765415587703,0.59267116852489,"16534",1
"GO:0070897","BP","GO:0070897","transcription preinitiation complex assembly","1/479","65/28891",0.663083610308189,0.71765415587703,0.59267116852489,"83602",1
"GO:0000018","BP","GO:0000018","regulation of DNA recombination","2/479","137/28891",0.665690071668964,0.719916183015156,0.594539252554237,"64050/12053",2
"GO:0042157","BP","GO:0042157","lipoprotein metabolic process","2/479","137/28891",0.665690071668964,0.719916183015156,0.594539252554237,"56703/231293",2
"GO:0051283","BP","GO:0051283","negative regulation of sequestering of calcium ion","2/479","137/28891",0.665690071668964,0.719916183015156,0.594539252554237,"18799/12766",2
"GO:0019098","BP","GO:0019098","reproductive behavior","1/479","66/28891",0.66868213076411,0.721472825298118,0.59582479795694,"11480",1
"GO:0032786","BP","GO:0032786","positive regulation of DNA-templated transcription, elongation","1/479","66/28891",0.66868213076411,0.721472825298118,0.59582479795694,"228880",1
"GO:0042255","BP","GO:0042255","ribosome assembly","1/479","66/28891",0.66868213076411,0.721472825298118,0.59582479795694,"14109",1
"GO:0042551","BP","GO:0042551","neuron maturation","1/479","66/28891",0.66868213076411,0.721472825298118,0.59582479795694,"66725",1
"GO:0048512","BP","GO:0048512","circadian behavior","1/479","66/28891",0.66868213076411,0.721472825298118,0.59582479795694,"11554",1
"GO:0060337","BP","GO:0060337","type I interferon-mediated signaling pathway","1/479","66/28891",0.66868213076411,0.721472825298118,0.59582479795694,"22418",1
"GO:0061077","BP","GO:0061077","chaperone-mediated protein folding","1/479","66/28891",0.66868213076411,0.721472825298118,0.59582479795694,"12759",1
"GO:0071357","BP","GO:0071357","cellular response to type I interferon","1/479","66/28891",0.66868213076411,0.721472825298118,0.59582479795694,"22418",1
"GO:0071715","BP","GO:0071715","icosanoid transport","1/479","66/28891",0.66868213076411,0.721472825298118,0.59582479795694,"216749",1
"GO:0046425","BP","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","2/479","138/28891",0.669574025118175,0.722062551068645,0.596311820095201,"18128/15378",2
"GO:0046632","BP","GO:0046632","alpha-beta T cell differentiation","2/479","138/28891",0.669574025118175,0.722062551068645,0.596311820095201,"58208/12053",2
"GO:0010469","BP","GO:0010469","regulation of signaling receptor activity","2/479","139/28891",0.673421425147451,0.725837216486247,0.599429109036567,"58234/246317",2
"GO:0051282","BP","GO:0051282","regulation of sequestering of calcium ion","2/479","139/28891",0.673421425147451,0.725837216486247,0.599429109036567,"18799/12766",2
"GO:0008652","BP","GO:0008652","amino acid biosynthetic process","1/479","67/28891",0.674187811921577,0.725914889149339,0.599493254624829,"105727",1
"GO:0060119","BP","GO:0060119","inner ear receptor cell development","1/479","67/28891",0.674187811921577,0.725914889149339,0.599493254624829,"11941",1
"GO:0060261","BP","GO:0060261","positive regulation of transcription initiation by RNA polymerase II","1/479","67/28891",0.674187811921577,0.725914889149339,0.599493254624829,"83602",1
"GO:0070534","BP","GO:0070534","protein K63-linked ubiquitination","1/479","67/28891",0.674187811921577,0.725914889149339,0.599493254624829,"218793",1
"GO:0019731","BP","GO:0019731","antibacterial humoral response","2/479","140/28891",0.677232413413941,0.729005393281107,0.602045532320298,"16855/14109",2
"GO:0002224","BP","GO:0002224","toll-like receptor signaling pathway","1/479","68/28891",0.679602190151162,0.730053007760637,0.60291069960549,"24088",1
"GO:0010656","BP","GO:0010656","negative regulation of muscle cell apoptotic process","1/479","68/28891",0.679602190151162,0.730053007760637,0.60291069960549,"75387",1
"GO:0030330","BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","1/479","68/28891",0.679602190151162,0.730053007760637,0.60291069960549,"114716",1
"GO:0032233","BP","GO:0032233","positive regulation of actin filament bundle assembly","1/479","68/28891",0.679602190151162,0.730053007760637,0.60291069960549,"12540",1
"GO:0032663","BP","GO:0032663","regulation of interleukin-2 production","1/479","68/28891",0.679602190151162,0.730053007760637,0.60291069960549,"26557",1
"GO:0042698","BP","GO:0042698","ovulation cycle","1/479","68/28891",0.679602190151162,0.730053007760637,0.60291069960549,"17886",1
"GO:0043903","BP","GO:0043903","regulation of biological process involved in symbiotic interaction","1/479","68/28891",0.679602190151162,0.730053007760637,0.60291069960549,"18550",1
"GO:0048286","BP","GO:0048286","lung alveolus development","1/479","68/28891",0.679602190151162,0.730053007760637,0.60291069960549,"15402",1
"GO:0032606","BP","GO:0032606","type I interferon production","2/479","141/28891",0.681007136924225,0.731186610171274,0.603846879602293,"24088/15900",2
"GO:0051208","BP","GO:0051208","sequestering of calcium ion","2/479","141/28891",0.681007136924225,0.731186610171274,0.603846879602293,"18799/12766",2
"GO:0002833","BP","GO:0002833","positive regulation of response to biotic stimulus","6/479","413/28891",0.683200916466496,0.733353755816962,0.605636606215977,"69368/24088/233079/17084/22418/100502841",6
"GO:0001523","BP","GO:0001523","retinoid metabolic process","1/479","69/28891",0.684926776450908,0.73351185124653,0.605767168551905,"216453",1
"GO:0006940","BP","GO:0006940","regulation of smooth muscle contraction","1/479","69/28891",0.684926776450908,0.73351185124653,0.605767168551905,"11554",1
"GO:0007622","BP","GO:0007622","rhythmic behavior","1/479","69/28891",0.684926776450908,0.73351185124653,0.605767168551905,"11554",1
"GO:0016447","BP","GO:0016447","somatic recombination of immunoglobulin gene segments","1/479","69/28891",0.684926776450908,0.73351185124653,0.605767168551905,"12053",1
